"Teryt";"Kod kraju";"Województwo";"Kod gm.";"Gmina";"Typ gminy";"Okręg do Sejmu nr";"Okręg do Senatu nr";"Nr obwodu";"Adres obwodu";"Typ obwodu";"Przystosowany dla niepełnosprawnych";"Granice obwodu"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"1";"I Liceum Ogólnokształcące, ul. Romualda Traugutta 1 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"22 Lipca, Antoniego Spiro, Bitwy pod Ostrołęką, Bojowników, Ciasna, Czeczotka, Dolna, Działkowa, Fortowa, Gen. Ludwika Kickiego, Gen. Zygmunta Padlewskiego, Gościniec Mazurski, Gustawa Pajewskiego, Juliusza Konstantego Ordona, Kaszubska, Kazimierza Piotrowskiego, Ks. Stanisława Brzóski, Kujawska, Kurpiowska, Ludwika Staniszewskiego, Mazurska, Millenium, Mostowa, Obozowa, Obrońców, Okopowa, Orła Bielika, Otok, Pamięci Narodowej, Płk. Edwarda Filochowskiego ""Sana"", Płk. Stefana Chomicza, Pionierów, Podchorążych, Poległych, Pomorska, Redutowa, Romualda Traugutta - numery nieparzyste, Słoneczna, Sobótkowa, Stacha Konwy numery nieparzyste od nr 1 do 11 włącznie i numery parzyste od nr 2 do nr 62 włącznie, Szańcowa, Szarych Szeregów, Szpitalna - numery nieparzyste od Nr 15 do końca i numery parzyste od Nr 26 do końca, Sztabowa, Śląska, Walecznych, Warmińska, Warszawska - numery nieparzyste od nr 1 do nr 5, numery parzyste od nr 2 do nr 48, Wioślarska, Zwycięzców, Zygmunta Sierakowskiego, Żuławska"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"2";"Urząd Miasta Ostrołęki, Plac Gen. J. Bema 1 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Tak";"Adama Mickiewicza, Bartosza Głowackiego, Bernardyńska, Farna, Gen. Ludwika Bogusławskiego - numery parzyste, Gen. Tadeusza Kościuszki, Gołębia, Ignacego Daszyńskiego, Króla Stanisława Leszczyńskiego, Mikołaja Kopernika - numery parzyste, Plac Gen. Józefa Bema, Plac Jana Pawła II, Plac Kardynała Stefana Wyszyńskiego, Poprzeczna, Przechodnia, Rybacka, Skryta, Sowia, Spacerowa, Stanisława Staszica, Staromostowa, Szpitalna - numery parzyste od 2 do 22 i numery nieparzyste od Nr 1 do Nr 9 włącznie, Szwedzka, Świętokrzyska, Tadeusza Rejtana, Wiktora Gomulickiego, Wójta Romy, Wojciecha Dłużniewskiego, Zofii Niedziałkowskiej"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"3";"Przedszkole Miejskie Nr 10, ul. Mazowiecka 7 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"Berka Joselewicza, Grodzka, Henryka Sienkiewicza - numery parzyste do Nr 32 włącznie, Jana Kilińskiego, Króla Jana Kazimierza, Króla Stefana Batorego, Księcia Janusza, Księcia Siemowita III, Łęczysk - numery parzyste do Nr 64 i numery nieparzyste do Nr 55 włącznie, Mała, Mazowiecka, Modra, Nadnarwiańska, Plac 1 Maja, Spokojna, Wąska, Wincentego Pstrowskiego"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"4";"Szkoła Podstawowa Nr 6, ul. Henryka Sienkiewicza 15 , Ostrołęka 07-410 ostrołęka";"Powszechny";"Nie";"6 Września, Elizy Orzeszkowej, Franciszka Stefczyka, Fryderyka Chopina, Gospodarcza, Henryka Sienkiewicza - numery nieparzyste od Nr 7 do Nr 41 i numery parzyste od Nr 34 do końca, Jana Kędzierskiego, Jana Krasickiego, Janusza Korczaka - numery nieparzyste do Nr 31 włącznie i numery parzyste do Nr 8 włącznie, Juranda ze Spychowa, Kmicica, Kosynierów, Króla Jana Sobieskiego, Króla Władysława Jagiełły, Łęczysk - numery parzyste od Nr 66 do końca i numery nieparzyste od Nr 57 do końca, Marcina Kasprzaka, Nowa, Nowomiejska, Piotra Wysockiego, Podbipięty, Powstańców - numery nieparzyste od Nr 21 do końca i numery parzyste od Nr 20 do końca, Poznańska - numery parzyste, Skrzetuskiego, Stefana Czarnieckiego, Stefana Okrzei, Wilcza, Władysława Reymonta - numery parzyste, Wołodyjowskiego, Zagłoby, Zawiszy Czarnego, Zyndrama z Maszkowic"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"5";"Gimnazjum Nr 2, ul. Stefana Jaracza 5 , Ostrołęka 07-410 ostrołęka";"Powszechny";"Nie";"Heleny Modrzejewskiej, Henryka Sienkiewicza - numery nieparzyste od Nr 43 do końca, Stefana Jaracza"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"6";"Szkoła Podstawowa Nr 5, ul. Romualda Traugutta 2 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"26 Maja, Adama Chętnika, Dr. Józefa Psarskiego, Gen. Henryka Kamieńskiego, Gen. Ludwika Bogusławskiego - numery nieparzyste do Nr 19 włącznie, Marszałka Józefa Piłsudskiego - numery nieparzyste do Nr 17 włącznie, Oskara Kolberga, Parkowa, Romualda Traugutta - numery parzyste od Nr 2 do Nr 10 włącznie, Sędziego Tomasza Gocłowskiego, Szkolna"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"7";"Szkoła Podstawowa Nr 2, ul. Papiernicza 1 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Tak";"Celulozowa, Marszałka Józefa Piłsudskiego - numery nieparzyste od Nr 19 do końca, Olimpijska, Papiernicza, Romualda Traugutta - numery parzyste od Nr 14 do końca, Sportowa, Tadeusza Sygietyńskiego"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"8";"Ostrołęcka Spółdzielnia Mieszkaniowa, ul. Gen.Józefa Hallera 13 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"Bohaterów Westerplatte, Celna, Gen. Józefa Hallera - numery nieparzyste, Lokalna, Oświatowa, Targowa, Wincentego Witosa"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"9";"Przedszkole Miejskie Nr 13, ul. Dzieci Polskich 5 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"Aleja Solidarności, 11 Listopada - numery nieparzyste od Nr 23 do końca, Baśniowa, Dzieci Polskich, Graniczna, Guliwera, Jaśminowa, Konwaliowa, Kubusia Puchatka, Ławska, Mleczna, Ostrowska - numery nieparzyste od Nr 1 do Nr 11 włącznie, Poziomkowa, Skrzatów, Syreny, Tadeusza Zawadzkiego ""Zośki"", Wodnika, Wrzosowa, Zielona."
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"10";"Przedszkole Miejskie Nr 5, ul. Piękna 12 , Ostrołęka, Wojciechowice 07-410 Ostrołęka";"Powszechny";"Nie";"I Armii Wojska Polskiego, 5 Pułku Ułanów, Batalionu Czwartaków, Braterstwa Broni, Budowlanych, Elektryczna, Energetyczna, Fabryczna, Gen. Józefa Sowińskiego, Gen. Kazimierza Pułaskiego, Gen. Tomasza Turskiego, Jasna, Kołobrzeska, Konstantego Ildefonsa Gałczyńskiego, Koszarowa, Krańcowa, Ks. Antoniego Pęksy, Ks. Jana Krzemińskiego, Legionowa, Łomżyńska, Łużycka, Partyzantów, Piękna, Środkowa, Wiaduktowa, Wiery Bielik i Tatiany Makarowej, Władysława Broniewskiego, Wspólna"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"11";"Budynek po byłej Krytej Pływalni MOSiR, ul. Marszałka Józefa Piłsudskiego 6 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"11 Listopada - numery nieparzyste od Nr 1 do Nr 13 włącznie, Gen. Ludwika Bogusławskiego - numery nieparzyste od Nr 21 do końca, Marszałka Józefa Piłsudskiego - numery parzyste, Starosty Kosa"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"12";"Gimnazjum Nr 1, ul. Gen. Józefa Hallera 12 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Tak";"11 Listopada - numery nieparzyste od Nr 15 do Nr 21 włącznie, Gen. Józefa Hallera - numery parzyste od Nr 12 do końca"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"13";"Zespół Szkół Zawodowych Nr 1, ul. 11 Listopada 20 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"11 Listopada - numery parzyste od Nr 2 do Nr 14, Gen. Ignacego Prądzyńskiego, Insurekcyjna, Inwalidów Wojennych, Mikołaja Kopernika - numery nieparzyste do Nr 9 włącznie"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"14";"Szkoła Podstawowa Nr 1, ul. Gen. Armii Aleksandra Gorbatowa 4/6 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Tak";"Brata Zenona Żebrowskiego - numery nieparzyste, Gen. Armii Aleksandra Gorbatowa - numery nieparzyste i numery parzyste do Nr 22 włącznie, Goworowska - numery nieparzyste do Nr 49 włącznie, Henryka Sienkiewicza - numery nieparzyste od Nr 1 do Nr 5, Józefa Niewiarowskiego, Marii Konopnickiej, Mikołaja Kopernika - numery nieparzyste od Nr 11 do końca"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"15";"Przedszkole Miejskie Nr 16, ul. Powstańców 4 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"Gen. Jana Henryka Dąbrowskiego, Goworowska - numery parzyste, Hanki Sawickiej, Janusza Korczaka - numery nieparzyste od Nr 33 do końca, Powstańców - część ulicy od Nr 1 do Nr 18 włącznie, Poznańska - numery nieparzyste od Nr 1 do Nr 23, Władysława Reymonta - numery nieparzyste"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"16";"Wielofunkcyjna Placówka Opiekuńczo - Wychowawcza, ul. Poznańska 34/36 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"Agatowa, Agrestowa, Błękitna, Brzoskwiniowa, Bursztynowa, Chemiczna, Diamentowa, Ekologiczna, Gen. Tomasza Łubieńskiego, Goworowska - numery nieparzyste od Nr 53 do Nr 61, Janusza Korczaka - numer 10, Jeżynowa, Kolorowa, Koralowa, Kpt. Stanisława Kosko, Ks. Władysława Skierkowskiego, Lazurowa, Malinowa, Morelowa, Opalowa, Perłowa, Platynowa, Pomian, Poznańska - numery nieparzyste od Nr 25 do końca, Rubinowa, Sadowa, Siewna, Srebrna, Stanisława Barzykowskiego, Sybiraków, Szmaragdowa, Św. Rafała Kalinowskiego, Tatarakowa, Tęczowa, Turkusowa, Wiśniowa, Zbożowa, Złota, Żniwna, Żytnia"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"17";"Przedszkole Miejskie Nr 1, ul. Rtm. Witolda Pileckiego 11A , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"Aleja Jana Pawła II - numery nieparzyste od Nr 1 do Nr 39 włącznie i numery parzyste od Nr 2 do Nr 40 włącznie, Brata Zenona Żebrowskiego - numery parzyste, Gen. Franciszka Kleeberga, Marii Korzeniowskiej, Ludwika Krzywickiego, Rtm. Witolda Pileckiego"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"18";"Zespół Szkół Nr 5, ul. Gen. Zygmunta Berlinga 5 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Tak";"Aleja Jana Pawła II - numery nieparzyste od Nr 41 do Nr 117 włącznie i numery parzyste od Nr 42 do Nr 118 włącznie, Aleja ks. Jerzego Popiełuszki, Bohaterów Warszawy - numery parzyste (cała) i numery nieparzyste od Nr 1 do Nr 27 włącznie, Gen. Zygmunta Berlinga, Gen. Antoniego Madalińskiego, Geodetów, Macieja Rataja, Mjr. Andrzeja Denisiewicza, Skautów, Skośna, Władysława Banacha, Wincentego Pola, Zuchów, Zygmunta Glogera"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"19";"Szkoła Podstawowa Nr 10, ul. Gen. Zygmunta Berlinga 16 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Tak";"Astrowa, Azaliowa, Chabrowa, Chryzantemowa, Daliowa, Fiołkowa, Frezjowa, Gen. Władysława Sikorskiego - numery parzyste i numery nieparzyste od Nr 47 do końca, Goździkowa, Hubalczyków, Irysowa, Kameliowa, Ks. Stanisława Pędzicha, Kwiatowa, Lawendowa, Liliowa, Mjr. Henryka Sucharskiego, Makowa, Malwowa, Nagietkowa, Narcyzowa, Nasturcjowa, Ostrowska - numery parzyste od Nr 2 do Nr 10, Palmowa, Różana, Tulipanowa"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"20";"Spółdzielnia Mieszkaniowa ""Centrum"", ul. Gen. Władysława Sikorskiego 45 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"11 Listopada - numery parzyste od Nr 68 do końca, Dionizego Majewskiego, Dionizego Maliszewskiego, Dr. Adama Kuklińskiego, Gen. Stanisława Maczka, Gen. Stanisława Sochaczewskiego, Gen. Stefana Roweckiego -""Grota"", Gen. Tadeusza Kutrzeby, Gen. Władysława Andersa, Gen. Władysława Sikorskiego - numery nieparzyste od Nr 1 do Nr 45 włącznie, Hugo Kołłątaja, Komisji Edukacji Narodowej, Księdza Stanisława Konarskiego, Leona Brodowskiego, Mariana Buczka, Mikołaja Chełstowskiego, Płk. Anatola Jezierskiego"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"21";"Placówka Wsparcia Dziennego, Plac Dworcowy 4 , Ostrołęka, Ostrołęka-Stacja 07-410 Ostrołęka";"Powszechny";"Nie";"Aleksandra Teofila Lenartowicza, Czarna, Emilii Plater, Gabriela Narutowicza, Gen. Jakuba Jasińskiego, Gruntowa, Henryka Syski, Joachima Lelewela, Juliusza Słowackiego, Józefa Ignacego Kraszewskiego, Kaczyńska, Kolejowa, Krucza, Literacka, Magazynowa, Marii Skłodowskiej-Curie, Nasypowa, Ostrowska - numery nieparzyste od Nr 13 do końca, Plac Dworcowy, Poligonowa, Składowa, Stanisława Wyspiańskiego, Stefana Żeromskiego - numery parzyste od Nr 2 do Nr 100 włącznie i numery nieparzyste od Nr 1 do Nr 45 włącznie, Wypychy, Zarośle, Zofii Nałkowskiej"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"22";"Zespół Szkół Nr 3, ul. Ignacego Jerzego Skowrońskiego 8 , Ostrołęka, Ostrołęka-Stacja 07-410 Ostrołęka";"Powszechny";"Nie";"Adolfa Dygasińskiego, Bolesława Leśmiana, Bolesława Prusa, Cypriana Kamila Norwida, Daleka, Goworowska - numery nieparzyste od Nr 63 do końca, Henryka Bobińskiego, Ignacego Jerzego Skowrońskiego, Jana Kasprowicza, Jana Kochanowskiego, Józefa Chełmońskiego, Juliana Tuwima, Karola Szymanowskiego, Leopolda Staffa, Marii Dąbrowskiej, Mieczysława Karłowicza, Mikołaja Reja, Nadziei, Odległa, Polna, Skrajna, Stanisława Grodzickiego, Stanisława Moniuszki, Starowiejska, Stefana Żeromskiego - numery parzyste od Nr 102 do końca i numery nieparzyste od Nr 47 do końca, Wiejska, Władysława Orkana, Ziemska, Zygmunta Krasińskiego, Żołnierzy Armii Krajowej"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"23";"Budynek Administracyjno-biurowy, ul. Gen. Armii Aleksandra Gorbatowa 15 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"11 Listopada - numery parzyste od Nr 16 do Nr 60, Bliska, Boczna, Cicha, Dobra, Gen. Armii Aleksandra Gorbatowa - numery parzyste 24 i 24A, Henryka Dobrzańskiego, Józefa Wybickiego, Kontradmirała Włodzimierza Steyera - numery parzyste, Krótka, Krzywa, Łąkowa, Miła, Mokra, Prosta, Przytulna, Wesoła, Wygodna, Zaciszna"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"24";"Budynek handlowo - usługowy, ul. Leśna 39 , Ostrołęka, Grabowo 07-410 Ostrołęka";"Powszechny";"Nie";"Akacjowa, Brzozowa, Bukowa, Dębowa, Grabowa, Jabłoniowa, Jałowcowa, Jarzębinowa, Jesionowa, Jodłowa, Kasztanowa, Klonowa, Leszczynowa, Leśna, Lipowa, Ogródkowa, Olszynowa, Pogodna, Sosnowa, Świerkowa, Topolowa, Wiązowa, Warszawska - numery nieparzyste od nr 7 do końca, numery parzyste od nr 50 do końca, Wierzbowa"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"25";"Budynek Hotelu dla Pielęgniarek, Al. Jana Pawła II 120 , Ostrołęka 07-410 Ostrołęka";"Powszechny";"Nie";"Aleja Jana Pawła II - numery nieparzyste od Nr 119 do końca i numery parzyste od Nr 120 do końca, Bohaterów Warszawy - numery nieparzyste od Nr 29 do końca, Dr. Jana Certowicza, Dr. Ryszarda Ostaszewskiego, Dr. Wiktora Stańskiego, Jedności, Nadziei, Ogrodowa, Patriotów, Rolna, Rumiankowa."
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"26";"Dom Pomocy Społecznej, ul. Rolna 27 , Ostrołęka 07-410 Ostrołęka";"Zakład pomocy społecznej";"Nie";"Rolna 27"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"27";"Dom Pomocy Społecznej PCK, ul.I Armii Wojska Polskiego 32 , Ostrołęka, Wojciechowice 07-410 ";"Zakład pomocy społecznej";"Nie";"I Armii Wojska Polskiego 32"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"28";"Samodzielny Zespół Publicznych Zakładów Opieki Zdrowotnej im. dr. J. Psarskiego, ul. Henryka Sienkiewicza 56 , Ostrołęka 07-410 Ostrołęka";"Szpital";"Nie";"Henryka Sienkiewicza 56"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"29";"Areszt Śledczy, ul. Romualda Traugutta 19 , Ostrołęka 07-410 Ostrołęka";"Areszt śledczy";"Nie";"Romualda Traugutta 19"
"140000";"PL";"mazowieckie";"146101";"Ostrołęka";"miasto";"18";"46";"30";"Samodzielny Zespół Publicznych Zakładów Opieki Zdrowotnej im. dr. J. Psarskiego, Al. Jana Pawła II 120A , Ostrołęka 07-410 Ostrołęka";"Szpital";"Nie";"Al. Jana Pawła II 120A"
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"1";"Izba Wytrzeźwień, ul. Medyczna 1 , Płock 09-400 Płock";"Powszechny";"Nie";"Biegańskiego, Chałubińskiego, Chemików, Długa, Dybowskiego, Garleja, Honorowych Dawców Krwi, Jabłczyńskiej, Judyma, Kamińskiej, Kobiałka, Macieszy, Maszewska, Medyczna, Polskiego Czerwonego Krzyża, Sosnowa, Szpitalna, Śniadeckiego, Traktowa, Zamenhofa, Zglenickiego."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"2";"Miejskie Przedszkole Nr 19, ul. Słowackiego 27 , Płock 09-400 Płock";"Powszechny";"Nie";"Asnyka, Mehoffera, Nałkowskiej, Norwida, Parowa, Słowackiego, Tuwima, Wyspiańskiego, Zalewskiego."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"3";"Szkoła Podstawowa Nr 18 im. J. Z. Jakubowskiego, ul. Jasna 8 , Płock 09-400 Płock";"Powszechny";"Nie";"Na Skarpie."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"4";"Ośrodek Opiekuńczo-Wychowawczy, ul. Prezydenta Ignacego Mościckiego 6 , Płock 09-400 Płock";"Powszechny";"Tak";"Dąbrowskiej, Dobrzyńska (od Prezydenta Ignacego Mościckiego do Zglenickiego), Gałczyńskiego (od Miodowej do Dobrzyńskiej), Konopnickiej."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"5";"Miejskie Przedszkole Nr 8, ul. Jasna 8 , Płock 09-400 Płock";"Powszechny";"Nie";"Jasna, Kwiatowa, Mała, Polna, Kazimierza Wielkiego (od Dobrzyńskiej do Parowej)."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"6";"Szkoła Podstawowa Nr 17 im. Tadeusza Kościuszki, ul. Miodowa 13a , Płock 09-400 Płock";"Powszechny";"Tak";"Al. Kobylińskiego (od Łukasiewicza do Dobrzyńskiej), Skłodowskiej."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"7";"Zespół Szkół Budowlanych Nr 1, ul. Prezydenta Ignacego Mościckiego 4 , Płock 09-400 Płock";"Powszechny";"Nie";"Kredytowa, Prezydenta Ignacego Mościckiego, Słodowa, Środkowa."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"8";"Gimnazjum Nr 4 im. Obrońców Płocka 1920r., ul. Miodowa 18 , Płock 09-400 Płock";"Powszechny";"Tak";"Gałczyńskiego (od Miodowej do Łukasiewicza), Jaśminowa."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"9";"Miejskie Przedszkole Nr 10, ul. M. C. Skłodowskiej 2a , Płock 09-400 Płock";"Powszechny";"Nie";"Bartnicza, Dobrzyńska (od Kazimierza Wielkiego do Prezydenta Ignacego Mościckiego)."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"10";"Gimnazjum Nr 4 im. Obrońców Płocka 1920r., ul. Miodowa 18 , Płock 09-400 Płock";"Powszechny";"Tak";"Miodowa, harc. Stefana Zawidzkiego"
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"11";"Miejskie Przedszkole Nr 14, ul. Miodowa 8/1 , Płock 09-400 Płock";"Powszechny";"Nie";"Pszczela."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"12";"Zespół Szkół Ekonomiczno-Kupieckich im. L. Krzywickiego, ul. Abp. Nowowiejskiego 4 , Płock 09-400 Płock";"Powszechny";"Nie";"Pl. Jurgensa, Łukasiewicza (od Abp. Nowowiejskiego do Al. Kobylińskiego), Abp. Nowowiejskiego, Okrzei, Topolowa, Kazimierza Wielkiego (od Starego Rynku do Dobrzyńskiej), Zduńska."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"13";"Zespół Szkół Nr 3 , ul. Łukasiewicza 11 , Płock 09-400 Płock";"Powszechny";"Nie";"Batalionów Chłopskich, Łukasiewicza (od Tysiąclecia do PKN Orlen S.A.), Plac Celebry Papieskiej, 7 czerwca 1991 r. (odcinek od ul. Łukasiewicza do skrzyżowania z ul. Batalionów Chłopskich)."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"14";"Klub Osiedla Łukasiewicza Płockiej Spółdzielni Mieszkaniowej, ul. Łukasiewicza 28 , Płock 09-400 Płock";"Powszechny";"Nie";"Al. Roguckiego, Królowej Jadwigi, Morykoniego, Orlińskiego."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"15";"Gimnazjum Nr 5 im. Zygmunta Padlewskiego, ul. Królowej Jadwigi 4 , Płock 09-400 Płock";"Powszechny";"Tak";"Wolskiego."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"16";"Miejskie Przedszkole Nr 17 im. Małego Księcia, ul. Kossobudzkiego 10 , Płock 09-400 Płock";"Powszechny";"Tak";"Gawareckiego, Kossobudzkiego."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"17";"Szkoła Podstawowa Nr 3 im. Kornela Makuszyńskiego, ul. Kossobudzkiego 7 , Płock 09-400 Płock";"Powszechny";"Nie";"Płoskiego, Rembielińskiego."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"18";"Spółdzielczy Dom Kultury, ul. Bolesława Krzywoustego 3 , Płock 09-400 Płock";"Powszechny";"Tak";"Władysława Hermana, Al. Kobylińskiego (od Bielskiej do Łukasiewicza)."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"19";"Zespół Szkół Centrum Edukacji im. Ignacego Łukasiewicza, Al. Kobylińskiego 25 , Płock 09-400 Płock";"Powszechny";"Nie";"Al. Pawła Nowaka, Bolesława Krzywoustego, Łukasiewicza (od Al. Kobylińskiego do Tysiąclecia)."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"20";"Szkoła Podstawowa Nr 16 im. Mikołaja Kopernika, ul. Piasta Kołodzieja 7 , Płock 09-400 Płock";"Powszechny";"Nie";"Mieszka I, Piasta Kołodzieja."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"21";"Miejskie Przedszkole Nr 15, ul. Piasta Kołodzieja 4 , Płock 09-400 Płock";"Powszechny";"Nie";"Dąbrówki, Tysiąclecia."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"22";"Zespół Szkół Zawodowych im. Marii Skłodowskiej - Curie, ul. Gwardii Ludowej 7 , Płock 09-400 Płock";"Powszechny";"Nie";"Gwardii Ludowej, Kostrogaj, Przemysłowa, Rutskich."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"23";"Szkoła Podstawowa Nr 13 im. Jana Brzechwy, ul. Sierpecka 15 , Płock 09-402 Płock";"Powszechny";"Nie";"Bielska (od przejazdu PKP do granic miasta), Jędrzejewo, Krzywa, Okólna, Rolna, Sierpecka, Szkolna, Targowa, Wiadukt."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"24";"Szkoła Podstawowa Nr 1 im. Braci Jeziorowskich, Pasaż Vuka Karadzica 1 , Płock 09-400 Płock";"Powszechny";"Nie";"Bielska (od Starego Rynku do Al. Kobylińskiego), harc. Józefa Kaczmarskiego, Królewiecka, Kwiatka (od Bielskiej do Pl. Jurgensa), Nowy Rynek, Ostatnia, Pasaż im. Vuka Karadzica, Sienkiewicza (od Bielskiej do Pl. Jurgensa)."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"25";"Liceum Ogólnokształcące im. Marsz. St. Małachowskiego, ul. Marsz. St. Małachowskiego 1 , Płock 09-400 Płock";"Powszechny";"Nie";"Al. Broniewskiego, dr inż. Jakuba Chojnackiego, Grodzka, Jerozolimska, Kawieckiego, Kościuszki, Kozia, Kwiatka (od Tumskiej do Bielskiej), Małachowskiego, Mostowa, Piekarska, Pl. Narutowicza, Pl. Obrońców Warszawy, Pl. 13 Straconych, Staromiejska, Stary Rynek, Synagogalna, Teatralna, Rybaki."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"26";"Płocki Ośrodek Kultury i Sztuki, ul. Tumska 9 , Płock 09-402 Płock";"Powszechny";"Nie";"Sienkiewicza (od Tumskiej do Bielskiej), Tumska."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"27";"Zspół Szkół Nr 6, ul. 3-go Maja 4 , Płock 09-402 ";"Powszechny";"Tak";"Kupiecka, 1 Maja, 3 Maja, Pasaż, Piękna."
"140000";"PL";"mazowieckie";"146201";"Płock";"miasto";"16";"38";"28";"Gimnazjum Nr 2 im. Orląt Lwowskich, ul. Jakubowskiego 10 , Płock 09-402 Płock";"Powszechny";"Nie";"Błonie, Pl. Dąbrowskiego, Gradowskiego (od Kolegialnej do Warszawskiej), Jakubowskiego, Krótka, Misjonarska, Warszawska, Zacisze."
